"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"Dragon Ball Z: Cooler's Revenge"	"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight...until Goku transforms into Super Saiyan."	"ACTION,ANIMATION,ADVENTURE"	"65.0"	"/movie/24752"	"July 20, 1991"
"Daddy's Home"	"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids."	"COMEDY"	"60"	"/movie/274167"	"December 25, 2015"
"Case 39"	"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters."	"HORROR,MYSTERY,THRILLER"	"62.0"	"/movie/28355"	"August 13, 2009"
"The Bye Bye Man"	"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate."	"HORROR,THRILLER"	"52.0"	"/movie/292280"	"January 13, 2017"
"The Mechanic"	"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached."	"ACTION,THRILLER,CRIME"	"63.0"	"/movie/27582"	"January 28, 2011"
"Sherlock: The Abominable Bride"	"Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special."	"CRIME,DRAMA,MYSTERY"	"80"	"/movie/379170"	"January 1, 2016"
"Taxi"	"In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job."	"ACTION,COMEDY,CRIME"	"66.0"	"/movie/2330"	"November 20, 1998"
"Tank Girl"	"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply."	"ACTION,COMEDY,FANTASY,SCIENCE FICTION"	"55.0"	"/movie/9067"	"March 31, 1995"
"The Abyss"	"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it."	"ADVENTURE,ACTION,THRILLER,SCIENCE FICTION"	"72.0"	"/movie/2756"	"August 9, 1989"
"Rush Hour 2"	"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella."	"ACTION,COMEDY,CRIME,THRILLER"	"65.0"	"/movie/5175"	"August 3, 2001"
"American Pie Presents: Band Camp"	"The original American Pie characters have moved on, except for Sherman and Jim Levenstein's still understanding dad. Steve Stifler's little brother Matt wants to join his brother's business (the hit it big Girls Gone Wild) and after everything Matt has heard from Jim's band-geek wife Michelle, he plans to go back to band camp and make a video of his own: Bandies Gone Wild!"	"COMEDY"	"53.0"	"/movie/8274"	"December 30, 2005"
"The Rider"	"Once a rising star of the rodeo circuit, and a gifted horse trainer, young cowboy Brady is warned that his riding days are over, after a horse crushed his skull at a rodeo. Back home on the Pine Ridge Reservation, with little desire or alternatives for a different way of life, Brady’s sense of inadequacy mounts as he is unable to ride or rodeo – the essentials of being a cowboy. In an attempt to regain control of his own fate, Brady undertakes a search for new identity and what it means to be a man in the heartland of America."	"DRAMA,WESTERN"	"75.0"	"/movie/453278"	"April 13, 2018"
"Dismay"	"A self-made farmer and rice mill owner who faces a rebellion by his two sons when he installs his young mistress as the new woman of the house immediately after the death of his wife. Complicating matters further is the fact that the older son is already living with his common-law wife in the same house."	"DRAMA,ROMANCE"	"48.0"	"/movie/420122"	"October 3, 2016"
"Left Behind"	"A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction."	"THRILLER,ACTION,SCIENCE FICTION"	"39.0"	"/movie/218043"	"October 3, 2014"
"Like Father"	"When a workaholic young executive, is left at the altar, she ends up on her Caribbean honeymoon cruise with the last person she ever expected: her estranged and equally workaholic father. The two depart as strangers, but over the course of a few hilarious adventures, a couple of umbrella-clad cocktails and a whole lot of soul-searching, they return with a renewed appreciation for family and life."	"COMEDY,DRAMA"	"64.0"	"/movie/518452"	"August 3, 2018"
"King Arthur"	"The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian heavy cavalry troops stationed in Britain, and that the Roman-British military commander, Lucius Artorius Castus is the historical person behind the legend."	"ADVENTURE,WAR,HISTORY"	"62.0"	"/movie/9477"	"July 7, 2004"
"Moon"	"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone."	"SCIENCE FICTION,DRAMA"	"76.0"	"/movie/17431"	"June 12, 2009"
"Body of Lies"	"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris. At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival."	"ACTION,DRAMA,THRILLER"	"66.0"	"/movie/12113"	"October 10, 2008"
"Why Him?"	"A dad forms a bitter rivalry with his daughter's young rich boyfriend."	"COMEDY"	"62.0"	"/movie/356305"	"December 23, 2016"
"Only Lovers Left Alive"	"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister."	"DRAMA,ROMANCE"	"74.0"	"/movie/152603"	"April 11, 2014"
"Knocked Up"	"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant."	"COMEDY,ROMANCE,DRAMA"	"62.0"	"/movie/4964"	"June 1, 2007"
"Bond 25"	"The further adventures of globe-trotting secret agent James Bond."	"ACTION,THRILLER,ADVENTURE"	"0"	"/movie/370172"	"February 14, 2020"
"Lady and the Tramp II: Scamp's Adventure"	"Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the "Junkyard Dogs." Buster, the pack's leader, takes an instant disliking to the "house-dog" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?"	"ROMANCE,ANIMATION,FAMILY,ADVENTURE"	"61.0"	"/movie/18269"	"March 24, 2001"
"Déjà Vu"	"Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime."	"ACTION,THRILLER,SCIENCE FICTION"	"67.0"	"/movie/7551"	"November 22, 2006"
"20,000 Leagues Under the Sea"	"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo."	"ADVENTURE,DRAMA,SCIENCE FICTION,FAMILY"	"70"	"/movie/173"	"December 23, 1954"
"Alexander"	"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India."	"WAR,HISTORY,ACTION,ADVENTURE,DRAMA,ROMANCE"	"58.0"	"/movie/1966"	"November 24, 2004"
"The Bourne Legacy"	"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne."	"ACTION,THRILLER"	"61.0"	"/movie/49040"	"August 10, 2012"
"Excalibur"	"A surreal adaptation of Sir Thomas Malory's "Le Morte d'Arthur", chronicling Arthur Pendragon's conception, his rise to the throne, the search by his Knights of the Round Table for the Holy Grail, and ultimately his death."	"ADVENTURE,FANTASY,SCIENCE FICTION"	"71.0"	"/movie/11527"	"April 10, 1981"
"The Big Boss"	"Chen is a city boy who moves with his cousins to work at an ice factory. He does this with a family promise never to get involved in any fight. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss."	"ACTION"	"74.0"	"/movie/12481"	"October 3, 1971"
